student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score,similarity_cluster,cluster_avg_gpa,id
173801,17,2,2,2.9,0.7,0.0,0,100.0,4.2,0,3,3,2,8.0,1,4.0,4,5.7,0,3,5.2,3,1,2,6,10,5,2,9.4,100,4,3.754117647058824,25
103394,22,2,2,2.6,4.0,0.7,0,100.0,7.9,1,4,2,1,7.6,1,4.0,2,3.5,0,4,7.3,1,1,1,9,1,10,0,2.3,100,2,3.406876876876877,26
103570,28,1,1,2.5,2.4,2.1,0,100.0,7.3,2,5,1,0,6.6,0,4.0,6,1.0,0,2,7.4,1,0,0,2,1,10,2,9.8,100,0,3.50992,27
135594,22,0,3,2.296677777691033,4.6,0.5,1,100.0,7.5,1,7,1,2,1.8,0,4.0,1,4.8,0,0,8.8,3,0,0,7,10,5,2,4.7,99,4,3.754117647058824,28
166584,28,2,3,1.737263107017267,3.3,2.9,1,100.0,4.5,0,1,4,1,7.3,1,4.0,6,3.5,0,5,9.7,1,1,0,6,7,8,1,1.3,100,3,3.766713286713287,29
124147,19,1,0,1.6,4.1,2.5,1,100.0,8.1,1,7,4,0,10.0,1,4.0,2,4.9,0,5,9.4,4,1,0,8,9,6,0,9.4,100,4,3.754117647058824,30
132976,25,0,1,8.5,0.9,1.0,1,100.0,7.6,2,4,1,1,3.9,1,3.97,2,2.5,0,2,12.0,2,0,2,10,9,6,2,5.0,100,3,3.766713286713287,31
108897,25,0,5,3.7,4.8,3.9,1,100.0,6.8,1,6,0,2,6.7,0,3.95,3,4.6,0,2,14.2,4,0,2,8,4,10,1,4.0,93,0,3.50992,32
127368,24,0,2,1.0,2.1,3.3,1,100.0,8.5,2,6,4,0,5.9,1,3.93,4,7.4,0,3,7.2,3,1,1,6,3,10,0,4.7,93,0,3.50992,33
132707,20,1,1,3.1,0.7,3.7,1,100.0,6.7,1,3,4,2,9.7,0,3.92,3,6.2,0,2,8.1,2,1,1,2,10,5,0,1.8,98,4,3.754117647058824,34
136389,17,1,2,3.2,0.9,0.7,1,100.0,7.8,2,6,4,1,5.4,1,3.87,3,4.2,0,3,5.0,1,0,2,4,10,5,0,6.0,94,4,3.754117647058824,35
102825,16,1,5,1.9,0.4,2.1,0,100.0,9.0,0,2,3,1,9.0,0,3.84,7,2.7,0,2,6.3,1,0,1,7,6,9,1,2.8,97,2,3.406876876876877,36
156309,19,1,3,2.702035252691552,3.0,2.0,0,100.0,4.8,1,4,2,1,7.6,0,3.82,3,3.8,0,4,9.0,2,0,0,5,10,5,3,3.4,98,4,3.754117647058824,37
177684,25,2,2,3.4,1.8,0.2,0,100.0,7.8,1,3,1,0,6.2,0,3.8,4,4.7,0,0,5.4,3,0,0,1,5,10,2,5.0,96,0,3.50992,38
112632,17,1,5,6.6,2.6,3.5,1,100.0,9.5,1,2,2,0,6.6,0,3.76,8,6.2,0,2,13.6,0,0,1,4,9,6,0,1.4,96,1,3.6455643044619426,39
168236,25,1,1,3.1,2.1,3.0,0,100.0,8.7,1,3,4,1,6.1,0,3.7,2,5.5,0,5,8.8,0,1,1,9,3,10,1,5.1,87,0,3.50992,40
119240,23,2,5,5.0,4.9,2.9,0,100.0,7.9,1,3,1,1,6.1,0,3.67,2,3.5,0,3,14.6,0,0,1,3,9,6,3,2.1,100,3,3.766713286713287,41
156720,16,2,3,4.650966209669614,1.5,4.0,1,100.0,8.2,2,3,2,0,7.3,1,3.63,7,2.8,0,0,11.2,3,0,2,4,6,9,3,5.6,90,1,3.6455643044619426,42
120349,17,0,5,3.4,1.5,2.8,0,100.0,7.0,0,4,4,0,5.2,0,3.61,2,7.3,0,2,8.4,2,1,0,6,7,8,1,4.6,96,4,3.754117647058824,43
120041,23,0,3,3.187818179295501,2.4,0.3,0,100.0,9.5,1,7,3,0,6.9,0,3.6,8,5.8,0,3,6.0,4,1,0,10,10,5,3,6.4,85,4,3.754117647058824,44
130658,18,2,4,6.0,2.9,2.8,0,100.0,7.4,0,6,1,2,5.0,1,3.59,1,2.0,0,4,12.1,2,1,0,7,9,6,0,3.9,76,4,3.754117647058824,45
133377,24,2,5,3.0,3.5,0.0,1,100.0,5.1,0,5,0,0,8.9,1,3.57,5,6.6,0,5,7.1,0,1,1,2,9,6,1,8.9,85,3,3.766713286713287,46
107614,22,2,2,2.6,2.0,1.1,1,100.0,7.6,0,6,1,2,4.9,0,3.56,8,3.3,0,1,7.4,1,0,1,9,3,10,3,4.1,93,2,3.406876876876877,47
129971,19,2,2,3.9,2.5,1.3,0,100.0,8.3,0,3,2,2,6.1,0,3.46,3,5.4,0,3,8.4,2,0,1,1,7,8,0,3.6,89,4,3.754117647058824,48
159550,19,0,3,8.299471671580761,2.8,2.5,0,100.0,8.0,2,7,2,1,7.0,1,3.44,1,6.9,0,4,14.3,0,0,1,10,4,10,1,2.8,85,1,3.6455643044619426,49
159185,26,0,2,2.2,1.2,0.8,0,100.0,6.7,1,7,1,2,4.7,1,3.44,3,4.0,0,2,4.6,3,1,2,2,4,10,0,1.7,73,0,3.50992,50
160847,16,1,0,1.2,5.0,3.3,0,100.0,8.5,1,1,4,0,5.2,1,3.43,2,6.4,0,4,10.3,0,0,0,4,7,8,1,9.6,83,4,3.754117647058824,51
173625,17,0,4,2.5,1.2,1.0,0,100.0,7.5,1,5,3,2,3.1,1,3.42,7,5.5,0,5,5.8,4,0,1,2,2,10,3,9.3,80,2,3.406876876876877,52
155601,24,1,2,6.6,2.5,1.3,0,100.0,6.2,1,2,0,1,6.8,0,3.22,3,2.8,0,4,12.0,4,0,2,9,1,10,2,3.0,82,0,3.50992,53
127197,27,2,1,4.9,0.6,3.6,1,100.0,5.9,1,2,2,0,7.9,1,3.21,5,6.0,0,4,9.9,1,0,0,6,3,10,1,7.4,78,0,3.50992,54
117722,23,1,2,5.0,1.1,1.3,0,100.0,8.0,2,0,2,2,4.9,0,3.18,2,3.7,0,3,8.4,1,1,0,8,4,10,2,2.8,78,0,3.50992,55
102730,26,0,5,0.2,0.6,3.5,0,100.0,7.9,1,0,2,0,5.5,1,3.12,4,4.8,0,4,4.9,3,0,0,1,6,9,0,8.9,83,0,3.50992,56
167492,20,0,3,3.654079112565338,0.8,1.9,0,100.0,8.3,1,3,1,0,9.2,0,3.11,1,7.3,0,5,7.4,0,0,2,8,2,10,3,9.5,76,2,3.406876876876877,57
108144,20,1,0,1.9,2.0,2.8,1,100.0,5.9,0,3,4,2,10.0,1,3.11,7,1.0,0,3,7.9,1,1,1,2,1,10,0,4.2,80,2,3.406876876876877,58
160167,19,1,5,3.2,2.5,3.3,0,100.0,8.1,2,2,1,2,6.7,1,2.98,7,2.9,0,0,9.5,0,0,2,2,5,10,0,2.1,72,1,3.6455643044619426,59
128402,20,0,3,2.8264028983609144,1.9,2.4,1,100.0,6.2,0,1,2,0,4.0,1,2.94,6,6.2,0,4,7.8,0,0,1,5,1,10,0,7.8,74,2,3.406876876876877,60
125702,25,0,3,3.646538349830612,0.9,2.7,0,100.0,6.0,1,1,4,0,5.4,1,2.9,5,3.4,0,5,7.3,4,0,2,5,2,10,1,6.2,77,0,3.50992,61
136168,17,1,3,3.746437040005076,4.1,1.9,0,100.0,5.3,0,6,4,0,4.8,0,2.79,2,5.9,0,3,10.5,2,0,2,4,9,6,2,5.8,70,4,3.754117647058824,62
114646,23,2,5,6.0,1.2,1.3,0,100.0,8.6,0,5,0,2,8.9,0,2.73,5,6.6,0,5,8.9,2,0,1,1,1,10,0,1.2,67,0,3.50992,63
164391,18,1,1,4.1,1.4,3.3,1,100.0,5.8,1,4,0,0,1.3,1,2.64,3,2.6,0,5,10.6,2,0,2,1,5,10,0,5.0,67,1,3.6455643044619426,64
127624,20,2,1,5.2,4.9,1.1,1,100.0,4.2,2,0,3,0,4.3,0,2.34,4,5.3,0,1,11.9,2,0,0,10,3,10,1,2.7,58,1,3.6455643044619426,65
119144,26,2,1,1.5,2.7,3.4,1,100.0,8.4,1,1,0,0,5.8,1,2.28,6,6.0,0,5,9.4,1,0,0,1,3,10,1,4.6,54,0,3.50992,66
135405,20,1,5,1.4,2.7,0.1,0,100.0,5.6,0,7,0,1,3.4,1,2.27,8,4.6,0,2,5.9,0,0,0,5,2,10,0,2.9,56,2,3.406876876876877,67
100863,24,0,3,8.516213353500804,4.6,3.1,0,99.9,8.5,2,1,4,1,4.9,1,4.0,7,4.6,0,3,17.7,0,1,0,2,8,7,2,8.5,100,3,3.766713286713287,68
160655,26,2,1,8.2,2.8,1.7,0,99.9,10.4,0,4,3,0,7.4,1,4.0,1,2.4,0,0,13.1,2,0,2,2,9,6,0,4.3,99,3,3.766713286713287,69
168897,27,0,3,7.717212746411181,0.9,3.2,0,99.9,7.7,2,5,4,0,6.9,1,4.0,3,6.7,0,0,12.5,2,1,1,6,7,8,1,5.3,99,3,3.766713286713287,70
168259,22,2,1,7.6,4.3,0.8,0,99.9,10.7,2,6,1,2,5.9,1,4.0,2,8.6,0,0,13.7,1,1,2,9,4,10,3,4.3,100,1,3.6455643044619426,71
118477,20,1,3,7.469897140719425,5.0,0.4,0,99.9,8.5,1,4,1,1,10.0,1,4.0,6,3.5,0,0,14.1,2,0,0,3,10,5,0,6.8,96,3,3.766713286713287,72
153283,28,2,2,7.2,3.4,3.6,0,99.9,4.2,1,5,3,0,2.4,0,4.0,2,6.0,0,2,14.7,2,0,1,9,7,8,3,5.5,98,3,3.766713286713287,73
151384,22,0,3,6.942529858571756,3.3,0.5,0,99.9,9.0,0,3,2,0,7.6,0,4.0,7,5.4,0,2,11.0,1,0,2,6,2,10,3,1.1,96,1,3.6455643044619426,74
134978,27,0,3,6.905425169992896,0.6,2.5,0,99.9,8.4,1,4,3,2,6.3,1,4.0,8,5.2,0,5,12.0,4,1,1,1,4,10,1,7.0,97,0,3.50992,75
133055,22,0,5,6.7,3.6,3.1,0,99.9,6.4,2,0,0,2,2.0,1,4.0,3,2.0,0,0,13.7,0,1,2,7,6,9,1,4.6,97,1,3.6455643044619426,76
148246,23,2,3,6.271979893643521,0.3,2.4,1,99.9,8.1,2,1,3,0,6.6,1,4.0,8,5.5,0,1,9.3,1,0,2,6,9,6,1,4.7,100,3,3.766713286713287,77
108422,18,2,2,6.2,4.4,3.3,1,99.9,4.9,1,2,4,0,6.6,1,4.0,7,4.2,0,1,15.3,2,1,0,10,6,9,2,6.7,100,1,3.6455643044619426,78
139555,21,1,5,6.2,3.5,3.2,0,99.9,5.0,1,7,2,1,7.1,1,4.0,4,1.1,0,0,13.6,4,1,0,4,2,10,0,2.4,100,1,3.6455643044619426,79
127332,21,2,5,6.1,1.8,0.2,1,99.9,8.4,2,1,1,0,8.0,0,4.0,1,6.3,0,5,8.8,3,0,1,8,10,5,0,6.7,100,4,3.754117647058824,80
161254,19,1,3,6.090750710807903,0.4,0.3,0,99.9,6.5,0,2,3,2,5.5,1,4.0,1,9.3,1,4,8.7,1,1,1,6,1,10,2,6.4,94,2,3.406876876876877,81
159687,27,0,2,6.0,1.9,0.8,0,99.9,5.9,1,4,1,2,5.5,0,4.0,2,7.0,0,4,8.8,4,0,1,3,4,10,1,7.5,98,0,3.50992,82
167023,22,0,1,5.7,1.7,3.2,1,99.9,8.1,0,4,4,2,7.1,1,4.0,2,4.4,0,1,11.9,4,0,0,3,2,10,1,3.0,99,1,3.6455643044619426,83
138283,20,1,3,5.653263146714121,2.3,0.7,0,99.9,6.1,1,0,4,1,4.9,1,4.0,4,3.2,0,4,9.1,0,1,0,2,8,7,0,6.1,100,4,3.754117647058824,84
140473,28,1,5,5.5,4.8,3.2,0,99.9,6.3,1,4,0,1,7.8,1,4.0,1,3.7,0,2,14.4,1,1,2,5,10,5,2,3.1,100,3,3.766713286713287,85
150839,20,2,0,5.4,4.7,1.3,0,99.9,7.7,2,0,3,1,6.0,0,4.0,4,5.0,0,2,13.3,4,1,0,10,1,10,0,9.9,98,1,3.6455643044619426,86
158585,27,2,3,5.309370344920605,0.0,3.2,0,99.9,7.8,0,3,0,2,8.8,0,4.0,4,3.3,0,2,9.2,4,1,0,2,8,7,2,9.5,87,3,3.766713286713287,87
102144,19,1,4,5.3,0.5,3.0,1,99.9,6.9,0,7,1,2,6.5,1,4.0,6,1.5,0,3,8.9,1,1,1,4,6,9,2,2.6,98,4,3.754117647058824,88
142976,16,2,2,5.3,2.7,1.4,0,99.9,7.4,1,5,3,1,4.5,1,4.0,4,3.8,0,0,9.8,0,1,2,8,10,5,3,9.9,96,4,3.754117647058824,89
177495,21,1,2,5.2,1.1,1.4,1,99.9,5.2,1,3,4,2,8.6,0,4.0,2,1.0,0,0,8.7,4,1,2,5,7,8,1,9.2,100,4,3.754117647058824,90
175681,26,2,0,5.1,3.5,3.0,0,99.9,9.0,0,2,4,1,7.2,0,4.0,2,4.8,0,1,13.4,2,1,2,10,10,5,0,1.2,100,3,3.766713286713287,91
124016,26,1,5,5.1,3.8,0.6,0,99.9,9.5,1,1,1,1,7.7,1,4.0,4,3.3,0,2,11.0,1,0,0,9,6,9,1,5.1,96,0,3.50992,92
145829,26,2,4,5.1,4.0,2.2,1,99.9,9.6,2,3,4,2,8.2,0,4.0,6,3.8,0,0,11.8,1,0,0,8,5,10,3,9.0,94,0,3.50992,93
176277,23,2,4,5.0,4.7,3.0,1,99.9,6.1,0,0,4,1,10.0,1,4.0,2,6.9,0,5,14.2,3,0,0,3,7,8,2,1.3,100,3,3.766713286713287,94
122806,16,0,5,5.0,2.7,3.0,0,99.9,4.9,2,7,2,2,7.2,1,4.0,4,4.0,0,3,12.2,3,0,0,3,4,10,1,3.6,99,1,3.6455643044619426,95
158124,21,1,5,4.9,0.7,2.7,1,99.9,4.6,2,6,4,2,7.9,1,4.0,5,5.1,0,2,8.8,3,0,0,1,7,8,2,8.7,100,4,3.754117647058824,96
173351,25,2,3,4.781597568602416,3.3,1.1,1,99.9,5.7,0,6,3,2,6.0,1,4.0,8,3.8,0,2,10.1,3,0,2,8,2,10,3,6.0,100,0,3.50992,97
142487,24,2,1,4.7,3.2,1.5,1,99.9,5.2,0,2,0,1,9.5,1,4.0,2,5.8,0,5,10.7,2,0,2,3,9,6,1,7.9,90,3,3.766713286713287,98
120518,20,2,1,4.5,3.4,0.6,1,99.9,6.5,1,5,0,0,9.9,1,4.0,3,4.9,0,0,10.0,2,0,1,1,3,10,0,4.3,100,1,3.6455643044619426,99
125491,26,2,0,4.5,2.3,3.2,0,99.9,8.7,1,2,0,2,7.1,1,4.0,1,8.0,0,2,10.9,1,0,1,2,7,8,3,7.1,100,3,3.766713286713287,100
151739,21,0,2,4.5,3.4,3.8,1,99.9,6.7,1,2,1,2,6.0,1,4.0,2,2.4,0,0,12.3,0,0,1,7,3,10,0,4.2,100,1,3.6455643044619426,101
125670,28,2,4,4.4,2.9,1.9,0,99.9,8.4,1,0,0,0,5.5,0,4.0,1,5.6,0,0,10.7,2,1,0,7,4,10,1,8.1,100,0,3.50992,102
171136,16,0,0,4.4,3.0,3.1,1,99.9,5.5,1,6,0,1,5.5,1,4.0,3,6.3,0,1,10.5,1,1,0,6,8,7,3,4.1,100,4,3.754117647058824,103
123044,28,1,5,4.4,3.5,2.5,1,99.9,6.5,1,0,3,0,6.9,0,4.0,3,4.4,0,4,11.8,1,1,1,5,8,7,1,6.4,99,3,3.766713286713287,104
127054,24,1,2,4.4,4.7,1.3,1,99.9,6.2,1,1,4,1,8.1,1,4.0,8,3.2,0,5,11.6,4,0,1,10,9,6,2,4.1,96,3,3.766713286713287,105
116677,25,1,2,4.2,0.9,0.8,0,99.9,8.6,1,0,2,2,5.7,0,4.0,8,1.0,0,2,7.7,0,0,0,10,1,10,0,1.8,97,0,3.50992,106
159558,17,2,5,4.1,2.1,3.8,0,99.9,9.6,1,6,3,1,7.9,1,4.0,8,5.8,0,5,10.5,4,1,1,1,10,5,0,2.0,100,4,3.754117647058824,107
165106,27,2,0,4.1,0.9,1.4,0,99.9,8.0,1,7,4,0,5.8,0,4.0,5,5.8,0,0,6.7,3,0,0,8,6,9,1,8.4,92,0,3.50992,108
114709,24,2,0,4.0,2.8,0.9,1,99.9,5.7,1,2,1,1,8.7,1,4.0,5,6.5,0,0,9.2,1,1,2,8,9,6,0,7.9,98,3,3.766713286713287,109
154798,25,2,0,3.9,1.4,1.0,0,99.9,4.9,2,4,0,2,5.2,1,4.0,3,5.8,0,5,6.3,3,1,2,3,8,7,0,3.9,100,3,3.766713286713287,110
172776,27,1,5,3.7,1.6,2.5,0,99.9,5.5,0,6,1,1,3.7,0,4.0,4,3.9,0,5,8.9,0,1,1,5,10,5,0,6.9,92,3,3.766713286713287,111
145854,18,0,5,3.5,0.8,1.9,1,99.9,6.6,1,3,4,1,5.1,0,4.0,3,1.9,0,2,8.2,1,0,2,5,10,5,0,1.6,96,4,3.754117647058824,112
179909,17,1,3,3.4649676302139074,0.3,3.7,1,99.9,8.5,1,5,1,1,10.0,1,4.0,4,5.3,0,4,9.3,1,0,0,2,10,5,1,8.1,99,4,3.754117647058824,113
142912,18,2,5,3.4,2.8,0.9,1,99.9,6.8,1,2,2,1,5.4,1,4.0,2,6.2,0,1,8.5,3,1,0,3,6,9,0,6.4,100,2,3.406876876876877,114
169525,22,2,5,3.4,1.4,1.4,0,99.9,7.3,0,4,0,2,5.4,1,4.0,7,4.8,0,2,6.6,3,0,0,3,1,10,2,5.1,99,2,3.406876876876877,115
103886,19,2,3,3.383946726089784,2.0,0.3,1,99.9,9.3,1,0,1,0,8.6,0,4.0,3,6.8,0,0,6.7,4,1,1,3,10,5,0,2.9,98,4,3.754117647058824,116
121204,18,0,5,3.2,1.8,3.1,1,99.9,6.6,2,2,4,2,5.3,1,4.0,3,2.5,0,1,9.6,2,0,1,6,8,7,0,2.2,99,4,3.754117647058824,117
127604,19,0,0,3.0,1.1,1.5,1,99.9,8.2,1,0,1,1,10.0,0,4.0,7,5.7,0,2,6.6,1,0,0,3,6,9,1,6.4,99,2,3.406876876876877,118
163054,26,1,0,3.0,2.5,3.9,0,99.9,6.7,0,2,2,1,6.7,1,4.0,1,2.1,0,0,11.4,0,0,1,7,1,10,1,9.2,95,0,3.50992,119
102835,23,1,2,3.0,0.2,1.8,0,99.9,9.4,2,1,1,0,5.6,1,4.0,2,2.8,0,0,6.9,4,0,0,3,2,10,1,8.3,94,0,3.50992,120
111194,24,0,2,2.3,4.2,3.3,0,99.9,6.7,1,1,3,1,5.8,0,4.0,2,5.7,0,0,10.5,1,1,0,9,2,10,1,4.9,97,0,3.50992,121
123329,18,1,0,2.3,3.4,1.1,0,99.9,7.2,1,7,0,1,8.5,0,4.0,1,1.0,0,2,8.2,2,0,1,2,6,9,1,3.8,97,4,3.754117647058824,122
115763,18,1,2,1.9,3.8,1.0,0,99.9,4.0,1,4,4,1,7.3,1,4.0,5,6.7,0,5,6.9,4,1,1,9,1,10,1,5.2,99,2,3.406876876876877,123
149797,21,0,0,1.5,0.1,0.5,0,99.9,4.2,0,6,1,2,4.9,1,4.0,8,4.2,0,1,2.3,1,0,1,5,8,7,0,1.8,100,4,3.754117647058824,124
133775,22,1,3,1.4372431793589626,0.8,3.9,0,99.9,9.0,2,6,1,0,9.2,1,4.0,8,7.8,0,2,8.0,0,1,2,10,4,10,1,7.7,100,2,3.406876876876877,125
160997,22,0,5,5.1,4.5,3.2,1,99.9,11.1,2,7,3,2,8.2,0,3.97,1,4.3,0,3,12.8,0,1,1,8,6,9,2,5.2,95,1,3.6455643044619426,126
118552,27,1,4,3.9,2.7,1.3,0,99.9,6.6,1,4,4,2,10.0,0,3.95,8,6.9,0,1,9.6,3,0,2,10,6,9,3,6.0,100,0,3.50992,127
156036,23,1,4,2.2,0.8,3.8,1,99.9,8.8,1,2,3,1,6.5,0,3.95,2,4.0,0,0,8.7,0,1,0,10,6,9,0,8.3,95,0,3.50992,128
130263,24,2,3,3.903635330944424,4.7,1.0,1,99.9,9.0,0,6,3,0,8.4,1,3.93,4,1.4,0,0,11.0,0,0,2,1,5,10,0,5.0,100,0,3.50992,129
153528,18,2,0,4.7,2.5,3.0,0,99.9,4.0,0,5,0,1,2.7,1,3.91,8,1.7,0,4,11.8,3,1,1,7,4,10,0,5.4,92,1,3.6455643044619426,130
168585,28,2,1,3.6,3.8,1.3,1,99.9,7.2,0,2,4,2,5.9,1,3.88,3,2.3,0,3,8.8,3,0,2,5,10,5,1,6.0,94,3,3.766713286713287,131
124587,18,1,4,2.3,4.6,1.8,1,99.9,8.8,1,0,0,0,3.6,1,3.88,6,7.4,0,3,10.6,3,1,1,1,10,5,1,7.6,100,4,3.754117647058824,132
168904,22,2,1,5.2,1.5,1.4,1,99.9,6.5,0,0,2,0,10.0,0,3.87,2,2.6,0,3,8.8,4,0,2,1,4,10,3,8.8,100,0,3.50992,133
149344,19,2,2,4.8,0.1,3.4,1,99.9,6.8,2,5,0,1,7.8,1,3.85,8,5.3,0,4,9.2,2,1,1,9,9,6,0,6.5,100,4,3.754117647058824,134
146499,21,2,1,3.3,2.0,1.2,0,99.9,7.4,1,4,3,2,3.6,1,3.84,4,9.4,1,1,7.1,4,1,1,2,2,10,2,9.4,100,2,3.406876876876877,135
126186,17,1,2,3.0,0.3,0.1,0,99.9,7.6,1,5,1,2,9.0,1,3.83,1,2.7,0,0,4.2,4,0,1,4,8,7,2,2.2,100,4,3.754117647058824,136
109601,28,1,2,5.4,1.8,0.9,0,99.9,8.3,0,1,1,0,4.0,0,3.82,4,4.1,0,5,9.3,0,1,1,3,9,6,2,7.8,92,3,3.766713286713287,137
140560,18,2,1,2.6,2.4,2.5,1,99.9,6.3,1,1,2,2,4.4,0,3.82,1,5.9,0,4,7.7,3,0,0,8,2,10,3,3.5,98,2,3.406876876876877,138
136163,18,2,3,4.046664005452647,3.3,4.0,1,99.9,6.5,2,2,4,2,8.5,1,3.78,8,7.6,0,0,12.3,3,1,1,9,4,10,0,9.6,99,1,3.6455643044619426,139
112617,24,1,1,6.3,4.6,2.8,0,99.9,7.9,1,4,0,1,8.3,0,3.77,1,4.8,0,0,13.8,0,0,1,10,4,10,0,8.7,92,1,3.6455643044619426,140
147073,18,1,3,5.605755859622091,1.5,0.3,0,99.9,6.2,2,2,0,2,6.9,0,3.76,6,3.2,0,5,9.0,3,1,0,3,10,5,0,1.8,90,4,3.754117647058824,141
167311,23,2,0,5.5,1.2,2.0,0,99.9,7.7,2,2,0,0,7.7,0,3.75,1,4.3,0,1,10.4,4,1,1,2,8,7,3,9.9,88,3,3.766713286713287,142
